college_id,prev_sem_result,cgpa,academic_performance,internship_experience,extra_curricular_score,communication_skills,projects_completed,placement
29,-0.639521413506471,-0.8519194012496643,0.8539209794602168,0,0.9585925959574201,0.8405497205693585,0.8663810942440843,0
60,-1.3925717247092984,-1.4709386080051232,0.8539209794602168,0,0.6421314041983431,0.8405497205693585,-1.464793651468506,0
35,-1.5031112199317311,-1.1580278001946713,1.2019487669806834,0,-0.623713362837965,-1.5726436368194976,-0.8819999650403585,0
54,-1.4271153169663087,-1.2124470711182282,0.1578654044192836,1,-1.256635746356119,0.15106590417254245,-0.8819999650403585,0
3,0.2586119851757993,0.10722024877802483,0.5058931919397502,0,0.9585925959574201,1.5300335369661746,-0.2992062786122109,0
14,-1.5721984044457522,-1.504950652332346,0.5058931919397502,0,0.00920902068018904,0.8405497205693585,-1.464793651468506,0
70,-0.5911603843466569,-0.6478471352863262,-0.19016238310118305,0,0.6421314041983431,0.8405497205693585,-0.2992062786122109,1
95,0.8527617719963778,0.8350779973805968,0.5058931919397502,0,-0.623713362837965,-1.5726436368194976,-0.2992062786122109,1
96,-0.7362434718261005,-0.8179073569224413,1.2019487669806834,0,0.6421314041983431,0.8405497205693585,1.449174780672232,0
56,0.8873053642533887,0.7262394555334831,-0.5381901706216496,0,0.00920902068018904,1.1852916287677664,-0.8819999650403585,0
62,0.8251268981907701,0.9303117214968217,-1.2342457456625828,1,0.00920902068018904,0.15106590417254245,-1.464793651468506,0
76,-0.90205271465975,-0.6954639973444386,0.8539209794602168,0,0.00920902068018904,0.49580781237095045,0.8663810942440843,0
63,0.7629484321281514,1.005138219016712,0.5058931919397502,1,0.9585925959574201,0.15106590417254245,-0.8819999650403585,0
16,0.8320356166421721,0.5901912782245916,0.1578654044192836,0,-1.573096938115196,-0.19367600402586557,-0.2992062786122109,0
52,-0.376990112353192,-0.15127128810887058,0.5058931919397502,0,-1.573096938115196,-1.5726436368194976,-0.2992062786122109,0
39,-1.026409646784988,-1.1784350267910053,-0.8862179581421163,0,-0.30725217107888797,-1.2279017286210896,0.2835874078159367,0
69,0.05135043163373703,0.0051841157963555505,0.1578654044192836,0,-1.573096938115196,1.5300335369661746,-1.464793651468506,0
49,1.4330941219141524,1.6853791055611722,1.5499765545011501,1,1.2750537877164971,-1.2279017286210896,0.8663810942440843,0
67,0.4589648202664591,0.4201310565884765,0.5058931919397502,0,0.9585925959574201,1.1852916287677664,0.8663810942440843,1
14,-1.157675297361627,-1.341692839561676,0.5058931919397502,1,-0.623713362837965,0.15106590417254245,-0.2992062786122109,0
71,0.6040479077459033,0.36571178566491963,-0.19016238310118305,1,-1.256635746356119,-0.8831598204226816,0.2835874078159367,1
33,-0.2733593355821612,-0.28731946541776215,-0.8862179581421163,1,-0.940174554597042,-0.8831598204226816,0.2835874078159367,0
29,0.2931555774328096,0.46774791864658893,-1.2342457456625828,1,0.9585925959574201,1.5300335369661746,-1.464793651468506,0
86,0.7836745874823573,1.1139767608638256,0.5058931919397502,1,1.591514979475574,1.5300335369661746,-0.2992062786122109,1
72,0.023715557828128685,0.22286119949058303,-0.5381901706216496,1,0.6421314041983431,-1.2279017286210896,-0.2992062786122109,0
23,1.0600233255384408,1.304444209096274,-1.2342457456625828,0,-0.940174554597042,0.49580781237095045,-0.2992062786122109,0
7,0.7422222767739445,0.9031020860350426,0.8539209794602168,0,0.6421314041983431,-1.5726436368194976,-1.464793651468506,0
56,0.37606019884963465,0.6446105491481484,-1.2342457456625828,0,-0.623713362837965,-1.5726436368194976,0.8663810942440843,0
69,-1.2336712003270502,-1.4981482434669016,0.1578654044192836,1,0.00920902068018904,1.5300335369661746,-0.8819999650403585,0
24,1.1360192285038633,1.4132827509433878,-0.5381901706216496,1,-0.623713362837965,-0.8831598204226816,0.2835874078159367,0
76,1.4814551510739673,1.3928755243470545,1.2019487669806834,1,1.591514979475574,-1.5726436368194976,0.8663810942440843,0
33,-1.282032229486865,-0.9743627608276675,-0.19016238310118305,0,-0.30725217107888797,-0.8831598204226816,-0.8819999650403585,0
24,-0.06609778204009828,-0.3485411452067641,-0.5381901706216496,0,1.2750537877164971,1.1852916287677664,0.8663810942440843,0
17,-0.8606004039513377,-0.6954639973444386,0.8539209794602168,0,0.9585925959574201,0.49580781237095045,0.8663810942440843,0
72,0.8527617719963778,1.005138219016712,-0.8862179581421163,1,-1.256635746356119,1.1852916287677664,0.8663810942440843,1
96,0.7422222767739445,1.0731623076711576,1.2019487669806834,1,0.9585925959574201,0.49580781237095045,0.8663810942440843,0
69,-1.2682147925840603,-1.0627940760784471,0.8539209794602168,1,-0.940174554597042,1.1852916287677664,-0.2992062786122109,0
13,1.2811023159833075,1.1820008495182714,0.8539209794602168,0,-0.30725217107888797,-0.8831598204226816,0.8663810942440843,0
